Date,Tesla_Close,BYD_Close,NIO_Close
2024-01-02,248.4199981689453,52.9132080078125,8.420000076293945
2024-01-03,238.4499969482422,53.662071228027344,8.5
2024-01-04,237.92999267578125,52.82452392578125,8.270000457763672
2024-01-05,237.4900054931641,52.58803939819336,8.0600004196167
2024-01-08,240.4499969482422,52.4205322265625,7.929999828338623
2024-01-09,234.9600067138672,52.28258514404297,7.559999942779541
2024-01-10,233.94000244140625,51.75049591064453,7.409999847412109
2024-01-11,227.22000122070312,53.376319885253906,7.400000095367432
2024-01-12,218.88999938964844,53.09056854248047,7.170000076293945
2024-01-16,219.91000366210935,51.37606048583984,6.550000190734863
2024-01-17,215.5500030517578,49.35609817504883,6.300000190734863
2024-01-18,211.8800048828125,49.71082305908203,6.28000020980835
2024-01-19,212.19000244140625,49.809356689453125,6.059999942779541
2024-01-22,208.8000030517578,48.92254638671875,5.980000019073486
2024-01-23,209.13999938964844,50.87353515625,6.210000038146973
2024-01-24,207.8300018310547,50.48925018310547,6.070000171661377
2024-01-25,182.6300048828125,49.76994323730469,6.039999961853027
2024-01-26,183.25,48.55796432495117,6.139999866485596
2024-01-29,190.92999267578125,45.917232513427734,6.139999866485596
2024-01-30,191.58999633789065,44.81364059448242,5.789999961853027
2024-01-31,187.2899932861328,44.261844635009766,5.619999885559082
2024-02-01,188.86000061035156,44.63628005981445,5.710000038146973
2024-02-02,187.91000366210935,43.56224822998047,5.539999961853027
2024-02-05,181.05999755859375,43.040016174316406,5.380000114440918
2024-02-06,185.1000061035156,46.20298385620117,6.03000020980835
2024-02-07,187.5800018310547,46.30152130126953,5.860000133514404
2024-02-08,189.55999755859375,46.32122421264648,5.820000171661377
2024-02-09,193.57000732421875,46.3409309387207,5.929999828338623
2024-02-12,188.1300048828125,47.48393630981445,6.079999923706055
2024-02-13,184.02000427246097,46.27195739746094,5.699999809265137
2024-02-14,188.7100067138672,46.478878021240234,6.0
2024-02-15,200.4499969482422,46.39020156860352,6.090000152587891
